LINE ID	SPEAKER	NPCID	GetIsID	RACE	VOICE TYPE	QUEST	BRANCH	CATEGORY	TYPE	SUBTYPE	TOPIC	TOPICINFO	RESPONSE INDEX	FILENAME	FULL PATH	FILE FOUND	MODIFIED SINCE FILE CREATION	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	POSTPROCESS	SCRIPT NOTES
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3B	1	AileensGen_AileenIdles_00000A3B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3B_1.xwm	File Not Found				This is exactly the sort of place that should have locked doors.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3E	1	AileensGen_AileenIdles_00000A3E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3E_1.xwm	File Not Found				I am both fascinated and horrified at the same time here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3D	1	AileensGen_AileenIdles_00000A3D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3D_1.xwm	File Not Found				There is nothing acedemic about abusing your powers for personal gain.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A37	1	AileensGen_AileenIdles_00000A37_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A37_1.xwm	File Not Found				I know magical power isn't supposed to feel this uncomfortable.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3C	1	AileensGen_AileenIdles_00000A3C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3C_1.xwm	File Not Found				Even at the best of times, soul gems here make me uncomfortable in ways I can't explain.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A47	1	AileensGen_AileenIdles_00000A47_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A47_1.xwm	File Not Found				This was not a mistake someone once made. Someone kept choosing to continue. I find that much harder to forgive.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A45	1	AileensGen_AileenIdles_00000A45_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A45_1.xwm	File Not Found				There has to be easier ways to learn about magic than this. There has to be.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A40	1	AileensGen_AileenIdles_00000A40_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A40_1.xwm	File Not Found				Folks doing research don't usually hide it in this manner.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A46	1	AileensGen_AileenIdles_00000A46_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A46_1.xwm	File Not Found				No-one should be reduced to a source of power.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A43	1	AileensGen_AileenIdles_00000A43_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A43_1.xwm	File Not Found				The air feels wrong here in so many ways I can't begin to explain.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3A	1	AileensGen_AileenIdles_00000A3A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3A_1.xwm	File Not Found				I'm not sure how I feel about something being summoned against its will.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A42	1	AileensGen_AileenIdles_00000A42_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A42_1.xwm	File Not Found				Powers without supervision seems to be a recurring problem here. I'm not sure how I feel about that.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A39	1	AileensGen_AileenIdles_00000A39_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A39_1.xwm	File Not Found				Whatever happened here left more than scorch marks.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A41	1	AileensGen_AileenIdles_00000A41_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A41_1.xwm	File Not Found				This place was built for secrecy and obscurity, not safety.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A44	1	AileensGen_AileenIdles_00000A44_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A44_1.xwm	File Not Found				This place feels more like if someone stopped asking if they should, and kept going with what they could do.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A3F	1	AileensGen_AileenIdles_00000A3F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A3F_1.xwm	File Not Found				If I start hearing chanting, I'l leaving. You should follow.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A38	1	AileensGen_AileenIdles_00000A38_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A38_1.xwm	File Not Found				I know what it feels like when magic wants to move. It almost feels limited, restrained here.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A48	1	AileensGen_AileenIdles_00000A48_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A48_1.xwm	File Not Found				---------- Vampire Lairs ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A49	1	AileensGen_AileenIdles_00000A49_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A49_1.xwm	File Not Found				This place feels inhabited in all the wrong ways.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4A	1	AileensGen_AileenIdles_00000A4A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4A_1.xwm	File Not Found				There's something so much worse about it when being cruel becoems normality.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4B	1	AileensGen_AileenIdles_00000A4B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4B_1.xwm	File Not Found				These cages were built for people. Not animals.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A53	1	AileensGen_AileenIdles_00000A53_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A53_1.xwm	File Not Found				There is a sort of hunger in the magic of this place.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4C	1	AileensGen_AileenIdles_00000A4C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4C_1.xwm	File Not Found				We should see if there's anyone left alive in a locked room somewhere. They could be waiting for help.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A52	1	AileensGen_AileenIdles_00000A52_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A52_1.xwm	File Not Found				I would rather not discover what their magic can do to mine.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4D	1	AileensGen_AileenIdles_00000A4D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4D_1.xwm	File Not Found				They've even gone and made predation domestic. Disgusting.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A51	1	AileensGen_AileenIdles_00000A51_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A51_1.xwm	File Not Found				There are far, far too many places to hide from the light here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4F	1	AileensGen_AileenIdles_00000A4F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4F_1.xwm	File Not Found				I'm trying not to imagine how many have been brought here and suffered.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A57	1	AileensGen_AileenIdles_00000A57_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A57_1.xwm	File Not Found				I can feel for what they are, without accepting what they do and their choices.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A55	1	AileensGen_AileenIdles_00000A55_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A55_1.xwm	File Not Found				We should be careful who we assume is an enemy. Someone under their control may be unable to resist.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A56	1	AileensGen_AileenIdles_00000A56_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A56_1.xwm	File Not Found				A weapon can force obedience, but this violates that. No-one should be forced to betray themselves.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A54	1	AileensGen_AileenIdles_00000A54_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A54_1.xwm	File Not Found				The hunger may be part of their curse, but being cruel was their choice.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A4E	1	AileensGen_AileenIdles_00000A4E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A4E_1.xwm	File Not Found				This looks less like a hideout and more of a home. I don't think that makes it any better.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A50	1	AileensGen_AileenIdles_00000A50_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A50_1.xwm	File Not Found				It feels like this place was designed to make escape nearly impossible.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A58	1	AileensGen_AileenIdles_00000A58_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A58_1.xwm	File Not Found				---------- Animal Dens ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A59	1	AileensGen_AileenIdles_00000A59_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A59_1.xwm	File Not Found				This is their home, whether we like it or not.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5A	1	AileensGen_AileenIdles_00000A5A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5A_1.xwm	File Not Found				I can't really blame an animal for defending its home.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A60	1	AileensGen_AileenIdles_00000A60_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A60_1.xwm	File Not Found				I can understand why something chose this place.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5C	1	AileensGen_AileenIdles_00000A5C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5C_1.xwm	File Not Found				Some things here are just to aggressive to avoid. We still have to survive.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A62	1	AileensGen_AileenIdles_00000A62_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A62_1.xwm	File Not Found				I don't like the thought of leaving young animals on their own.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5B	1	AileensGen_AileenIdles_00000A5B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5B_1.xwm	File Not Found				They're just as frightened as they are dangerous.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5D	1	AileensGen_AileenIdles_00000A5D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5D_1.xwm	File Not Found				I know they are only protectiong themselves, but that doesn't make the claws any less sharper.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A61	1	AileensGen_AileenIdles_00000A61_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A61_1.xwm	File Not Found				You know, animals tend to be clear when they want you to leave.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A66	1	AileensGen_AileenIdles_00000A66_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A66_1.xwm	File Not Found				I wish there was a way to show we're not hunting them.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A64	1	AileensGen_AileenIdles_00000A64_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A64_1.xwm	File Not Found				I really don't want to kill something just for being afraid of us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A69	1	AileensGen_AileenIdles_00000A69_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A69_1.xwm	File Not Found				Everything out here just spends most its life trying to survive. Even us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6B	1	AileensGen_AileenIdles_00000A6B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6B_1.xwm	File Not Found				The next one we meet may appreciate being left alone.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A65	1	AileensGen_AileenIdles_00000A65_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A65_1.xwm	File Not Found				They don't know anything beyond fear, hunger, and territory. I can't hold that against them.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A68	1	AileensGen_AileenIdles_00000A68_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A68_1.xwm	File Not Found				I'm not willing to be eaten just for the sake of understanding.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6A	1	AileensGen_AileenIdles_00000A6A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6A_1.xwm	File Not Found				It feels wrong for a den to be empty because of us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A63	1	AileensGen_AileenIdles_00000A63_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A63_1.xwm	File Not Found				There's no reason to chase an animal that has already fled from us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6C	1	AileensGen_AileenIdles_00000A6C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6C_1.xwm	File Not Found				Anything that leaves prints that large deserves a lot of space and respect.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A67	1	AileensGen_AileenIdles_00000A67_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A67_1.xwm	File Not Found				Sometimes, the sensible choice really is just turning around.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5F	1	AileensGen_AileenIdles_00000A5F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5F_1.xwm	File Not Found				I know curiosity brought us here, but there's not a chance they'll understand.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A5E	1	AileensGen_AileenIdles_00000A5E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A5E_1.xwm	File Not Found				I wish they could understand we mean no harm.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6D	1	AileensGen_AileenIdles_00000A6D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6D_1.xwm	File Not Found				---------- Dragon Dens ----------	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6F	1	AileensGen_AileenIdles_00000A6F_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6F_1.xwm	File Not Found				My wings aren't going to help versus a dragon.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A71	1	AileensGen_AileenIdles_00000A71_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A71_1.xwm	File Not Found				My first instinct around another flying creature is usually curiosity. That would be really bad here.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A73	1	AileensGen_AileenIdles_00000A73_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A73_1.xwm	File Not Found				There's something unsettling about seeing a dragon's nest.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A70	1	AileensGen_AileenIdles_00000A70_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A70_1.xwm	File Not Found				The climb up here seems much less unreasonable when you can simply just fly around and land there.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A79	1	AileensGen_AileenIdles_00000A79_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A79_1.xwm	File Not Found				Anything flying overhead would see us instantly.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A74	1	AileensGen_AileenIdles_00000A74_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A74_1.xwm	File Not Found				I usually feel more free with this much open space. But here, I feel in something else's territory.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A7C	1	AileensGen_AileenIdles_00000A7C_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A7C_1.xwm	File Not Found				I don't think a dragon would find my wings impressive.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A72	1	AileensGen_AileenIdles_00000A72_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A72_1.xwm	File Not Found				Something as large as a dragon should not be able to sneak up on us.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A76	1	AileensGen_AileenIdles_00000A76_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A76_1.xwm	File Not Found				The stone walls around may be the closest thing to shelter if we need to.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A77	1	AileensGen_AileenIdles_00000A77_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A77_1.xwm	File Not Found				The magic here feels older than anything I've ever known.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A78	1	AileensGen_AileenIdles_00000A78_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A78_1.xwm	File Not Found				I'm reasonably sure I don't qualify as a rival to a dragon.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A75	1	AileensGen_AileenIdles_00000A75_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A75_1.xwm	File Not Found				I'm trying to keep an eye on the sky without tripping over myself.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A7B	1	AileensGen_AileenIdles_00000A7B_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A7B_1.xwm	File Not Found				I would like to not meet what lives here, if we can help it.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A7A	1	AileensGen_AileenIdles_00000A7A_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A7A_1.xwm	File Not Found				An empty den does not mean it's been abandoned.	Neutral 50			
FFFFFFFF	--	--	GetIsID == 1	--	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A6E	1	AileensGen_AileenIdles_00000A6E_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A6E_1.xwm	File Not Found				I don't like being this visible.	Neutral 50			
FFFFFFFF	--	AileenSamson	GetIsID == 1	AlicornRace	AileenVoice	AileensGenericDialogue	(none)	Miscellaneous	Miscellaneous	Idle	AileenIdles	FormID 07000A7D	1	AileensGen_AileenIdles_00000A7D_1	Data\Sound\Voice\Aileen Samson.esp\AileenVoice\AileensGen_AileenIdles_00000A7D_1.xwm	File Not Found				---------- Other ----------	Neutral 50			
